country,year,month,date,shipments,container_total,shipments_vrac,weight_total
CHINA,2019,Dec,12/1/2019,620,620,6,16603344
CHINA,2020,Jan,1/1/2020,719,719,2,12746472
CHINA,2020,Feb,2/1/2020,911,911,6,16845293
CHINA,2020,Mar,3/1/2020,659,659,3,12401845
CHINA,2020,Apr,4/1/2020,807,807,0,15462974
CHINA,2020,May,5/1/2020,1090,1090,3,37638272
CHINA,2020,Jun,6/1/2020,1218,1218,7,23263304
CHINA,2020,Jul,7/1/2020,1372,1372,4,54066442
CHINA,2020,Aug,8/1/2020,1340,1340,9,30239078
CHINA,2020,Sep,9/1/2020,1377,1377,4,59058262
CHINA,2020,Oct,10/1/2020,1178,1178,2,28320110
CHINA,2020,Nov,11/1/2020,1471,1471,0,25171715
CHINA,2020,Dec,12/1/2020,1523,1523,3,28993738
CHINA,2021,Jan,1/1/2021,1517,1517,1,27954393
CHINA,2021,Feb,2/1/2021,1121,1121,0,19814834
CHINA,2021,Mar,3/1/2021,1392,1392,0,25358945
